mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014410114288330078,0.002478907375404132,0.005698299407958985,0.001523095801037755,0.1,{'model__C': 0.1},0.8320167017013226,0.6915554489083902,0.7803607894923863,0.7236035825999106,0.6845839766683822,0.7424240998740783,0.05613080810990935,4
0.016595888137817382,0.002703161433775926,0.004463100433349609,0.0006293397469950521,1.0,{'model__C': 1},0.8216438832555624,0.7702229972521666,0.8036698025256377,0.8293216617702919,0.768394457655021,0.798650560491736,0.025369904400929084,3
0.04229912757873535,0.008451926638402356,0.0063591480255126955,0.0017997081702749468,10.0,{'model__C': 10},0.8410159462832185,0.7824865228081428,0.8413333466076083,0.8241961204389467,0.7810388374035866,0.8140141547083004,0.02705723764542485,1
0.4270047187805176,0.13776733541193564,0.008418846130371093,0.0015636882286674295,100.0,{'model__C': 100},0.8300057888810995,0.7704738237891979,0.8353284239669216,0.8060165147441362,0.7753759826560636,0.8034401068074839,0.026846262285768665,2
