mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05695328712463379,0.022378346824647483,0.0038167476654052735,0.0006127582093215072,0.0001,"(16,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.32333693018325005,0.4756763174300488,0.5420557111733583,0.4374296451926103,0.3292492595124174,0.4215495726983369,0.08469791210159949,11
0.05816240310668945,0.008072759361590489,0.003992891311645508,0.0016584511636395906,0.0001,"(16,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.7179738562091502,0.7615970666020633,0.7307668288853303,0.8298751814733549,0.8027086914713355,0.7685843249282469,0.04233543626287457,3
0.08129162788391113,0.03116406364028727,0.0040644645690917965,0.0009372506917669185,0.0001,"(32,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.7113782294058009,0.6329791454091471,0.09893048128342247,0.6970476848249268,0.6668699423612602,0.5614410966569114,0.2328172217816027,9
0.05701227188110351,0.010514103950381628,0.003673076629638672,0.00048033161034418683,0.0001,"(32,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.8046782397335294,0.7165737719890201,0.7922178001188651,0.765868028817729,0.7555464520526052,0.7669768585423498,0.030759889809208144,4
0.10908541679382325,0.037835727423380504,0.003216075897216797,0.0008361494420762942,0.0001,"(32, 16)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.77089673583303,0.6722065463982617,0.6268733084216864,0.6694896056216165,0.7229997854997855,0.6924931963548759,0.04964765861429644,7
0.05213375091552734,0.02709231064130244,0.0030627727508544924,0.0006661399979188506,0.0001,"(32, 16)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.8213598775101252,0.7690537084398976,0.6114748508098892,0.7307616416278663,0.7117465845987517,0.728879332597306,0.06963837756116115,6
0.04970617294311523,0.014250161280253044,0.003143930435180664,0.0006481639019723381,0.01,"(16,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.32333693018325005,0.4756763174300488,0.5266766071160118,0.4374296451926103,0.3233396260746941,0.417291825199323,0.08177267179188719,12
0.04890599250793457,0.007319960381636071,0.003020954132080078,0.001132143554430884,0.01,"(16,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.724121639862702,0.7615970666020633,0.779676321342988,0.8030412968893497,0.8135804010804011,0.7764033451555008,0.031796317163680886,2
0.06789326667785645,0.026871287295225556,0.0036533832550048827,0.0011352177363095535,0.01,"(32,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.7113782294058009,0.6329791454091471,0.09893048128342247,0.6970476848249268,0.6668699423612602,0.5614410966569114,0.2328172217816027,9
0.04515848159790039,0.007867079019401129,0.003496408462524414,0.0004347614140804813,0.01,"(32,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.8014638014638015,0.7236475334678159,0.7688779552599538,0.765868028817729,0.7555464520526052,0.763080754212381,0.02500551684465162,5
0.08270850181579589,0.015648620560779737,0.0038404464721679688,0.0008082636404636775,0.01,"(32, 16)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.6234401820286615,0.6722065463982617,0.6351777761120376,0.6694896056216165,0.7226495292284766,0.6645927278778109,0.03467365929468624,8
0.05989885330200195,0.018811870527040024,0.004739046096801758,0.001519242218531489,0.01,"(32, 16)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.8203901760129976,0.808922383922384,0.7680584826132771,0.7341135415125716,0.7687858254616529,0.7800540819045766,0.031118420931805328,1
