mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.10703077316284179,0.03340451772897902,0.005832767486572266,0.002023845397730315,0.0001,"(16,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.5058890183890183,0.5448898678522618,0.6470107105700327,0.5568585643212509,0.5588658632005512,0.5627028048666229,0.04626404066226054,11
0.06043863296508789,0.0077581848581124635,0.003937435150146484,0.0008647419895557552,0.0001,"(16,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.6978889950629081,0.7880574099763019,0.7805323568203479,0.7197858466927879,0.7310059722035066,0.7434541161511705,0.03508724348778863,6
0.096612548828125,0.024584399822655797,0.004943752288818359,0.0014716240786356906,0.0001,"(32,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.5687110590164811,0.4833320890776471,0.6812331845420081,0.6685414415299473,0.6723931533470582,0.6148421855026284,0.07749383852120613,7
0.0890812873840332,0.03245214938462996,0.005864953994750977,0.0019923135974054466,0.0001,"(32,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7491784037558686,0.7819778103796075,0.8290428749332859,0.7024762486442652,0.7892717793817845,0.7703894234189622,0.04241030091080748,2
0.11635723114013671,0.0396892465011759,0.005930757522583008,0.001701657825296316,0.0001,"(32, 16)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.5882138274747158,0.6227800583488786,0.5386885683760684,0.523633192015545,0.5430481175456677,0.563272752752175,0.0367366013500501,10
0.10403008460998535,0.029875418760783038,0.006802129745483399,0.0027536787275122794,0.0001,"(32, 16)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.7727631578947368,0.7798186773730251,0.776679780893264,0.7338398155579926,0.7388599659396197,0.7603922795317276,0.01982110055909186,4
0.11480755805969238,0.026114504070938432,0.004989433288574219,0.0016835113223214167,0.01,"(16,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.5058890183890183,0.5448898678522618,0.6470107105700327,0.5568585643212509,0.5370453509945987,0.5583387024254325,0.04743450887119349,12
0.09241008758544922,0.030852384083513283,0.00721135139465332,0.002982509527265249,0.01,"(16,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.6978889950629081,0.8036273448773449,0.7805323568203479,0.7179001441961067,0.7310059722035066,0.7461909626320429,0.03960379722542924,5
0.08766818046569824,0.01818745308895098,0.004923057556152344,0.00286050949814058,0.01,"(32,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.5687110590164811,0.4833320890776471,0.6812331845420081,0.6685414415299473,0.6723931533470582,0.6148421855026284,0.07749383852120613,7
0.06564674377441407,0.012424288781292113,0.0038611888885498047,0.000977456160773287,0.01,"(32,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7754617227012978,0.7884056883749913,0.8207418316113968,0.7871895648211438,0.8098442203551877,0.7963286055728036,0.01649484120635465,1
0.07426896095275878,0.024650172177384373,0.003973484039306641,0.001564511312480308,0.01,"(32, 16)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.6810014364144277,0.6227800583488786,0.5386885683760684,0.523633192015545,0.5430481175456677,0.5818302745401175,0.06043834390144076,9
0.06772708892822266,0.011005401290062184,0.0036174297332763673,0.0019241066191276904,0.01,"(32, 16)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.7754168221199685,0.7803442028985507,0.8277640845070422,0.7098973779167376,0.7353882849979434,0.7657621544880485,0.0404809418817638,3
