mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09334268569946289,0.018909979452446768,0.0042782783508300785,0.0005096650627660258,0.0001,"(16,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.567739595499795,0.585302287383753,0.6022620890461448,0.5460270672461027,0.5295120320855615,0.5661686142522713,0.026156036718986603,9
0.08590221405029297,0.011044088118431893,0.0067440509796142575,0.0027029577785806728,0.0001,"(16,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.7795034079844207,0.7828890407837776,0.6913297791462348,0.7603783063543224,0.7586278276276435,0.7545456723792798,0.03308524706529939,5
0.06647219657897949,0.029135384637637013,0.0044956207275390625,0.0010885103353371777,0.0001,"(32,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.47397335551994746,0.6193258766967686,0.593682636671583,0.6136083945380517,0.26521466710253894,0.5131609861057779,0.13480166880494185,12
0.05116729736328125,0.01558488695835979,0.003693819046020508,0.001231406494091471,0.0001,"(32,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7925105485232067,0.7666201630262903,0.7564330264330265,0.7103190148907401,0.7367791842475386,0.7525323874241604,0.027720266960922293,6
0.0913771629333496,0.03192953191311236,0.003695249557495117,0.0008703359902438537,0.0001,"(32, 16)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.627060611375416,0.6913391498151772,0.4040448595975321,0.6806408017996844,0.6859009567682495,0.6177972758712118,0.10933593386763396,7
0.06477560997009277,0.014641263349132334,0.0032976150512695314,0.0008087914809336151,0.0001,"(32, 16)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.8030218885973361,0.7833940542273876,0.7427913354567274,0.7405134452854238,0.711048454469507,0.7561538356072764,0.03285214613637064,4
0.059854650497436525,0.012679586867074277,0.003504323959350586,0.0009978403156281452,0.01,"(16,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.567739595499795,0.585302287383753,0.6022620890461448,0.5460270672461027,0.5295120320855615,0.5661686142522713,0.026156036718986603,9
0.06449432373046875,0.008118998384601566,0.0034815788269042967,0.0009199956098241939,0.01,"(16,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.7600978518711445,0.7828890407837776,0.6913297791462348,0.7538396624472574,0.8354437924078489,0.7647200253312527,0.046600084487260336,2
0.05521469116210938,0.021391225805651014,0.0041162967681884766,0.0012613703594823189,0.01,"(32,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.47397335551994746,0.6193258766967686,0.5944541569541569,0.6136083945380517,0.26521466710253894,0.5133152901622927,0.13489416142370209,11
0.05682563781738281,0.016235243785712623,0.005045461654663086,0.0024323927110815493,0.01,"(32,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7925105485232067,0.7666201630262903,0.7695931995931996,0.7103190148907401,0.7933256241475419,0.7664737100361958,0.030206107661515835,1
0.18195176124572754,0.06427394560391998,0.005557203292846679,0.0011330557214564042,0.01,"(32, 16)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.6149623708899157,0.6913391498151772,0.4040448595975321,0.6806408017996844,0.6859009567682495,0.6153776277741118,0.10923798422761075,8
0.0918975830078125,0.027134228233254967,0.004576683044433594,0.0003882237303893591,0.01,"(32, 16)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.7532689844436833,0.7964246647465826,0.6911704259788964,0.7688590334156149,0.7991348510926823,0.7617715919354919,0.03925276903715912,3
