mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014621734619140625,0.005033092746667608,0.004793739318847657,0.002090768316245485,0.1,{'model__C': 0.1},0.7567809899079249,0.8455469415611354,0.7740734741542459,0.7417369901547117,0.7363700993037992,0.7709016990163633,0.03955850967746874,4
0.013071441650390625,0.002681505965599103,0.006115865707397461,0.0021885342869786893,1.0,{'model__C': 1},0.7872558738522595,0.8339532142349044,0.7959830447330447,0.7995842185983031,0.7652850388605799,0.7964122780558183,0.0222365109453313,3
0.04462652206420899,0.0071231581791716065,0.004933214187622071,0.0007930193121248343,10.0,{'model__C': 10},0.7745907858819302,0.8566542390071801,0.8302786233722307,0.8004692429676712,0.778405516252609,0.8080796814963241,0.03134409559954416,2
0.26855149269104006,0.11851464832435882,0.006391096115112305,0.002289746823344851,100.0,{'model__C': 100},0.7759902028343091,0.8306317937642154,0.8173222910667869,0.8281531531531531,0.797927865151611,0.8100050611940152,0.02054860795659111,1
