mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.19319796562194824,0.04242982688573179,0.008020639419555664,0.0005564381542682448,0.0001,"(16,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.5244792980685672,0.6054140505209907,0.6650861676575422,0.5895388062641584,0.6076530888868235,0.5984342822796164,0.044999214587800686,12
0.10333638191223145,0.01146686901575321,0.008908605575561524,0.001956250954192039,0.0001,"(16,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.7471220174816915,0.6632348428564917,0.7126275616523179,0.658292284781488,0.7775548573692003,0.7117663128282379,0.046462189890405514,5
0.2020822525024414,0.05603591475395243,0.008648300170898437,0.002136797199686618,0.0001,"(32,)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.737110510245374,0.6325111793723082,0.6801951293052517,0.48839631782945736,0.7485442045035069,0.6573514682511796,0.09419377429637704,9
0.12624821662902833,0.028671649019133185,0.008249616622924805,0.0032675467789399755,0.0001,"(32,)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7962891275391275,0.6989705031810295,0.7937926803243704,0.7757218757218758,0.8355752876682302,0.7800698948869267,0.045007207381754566,2
0.13633160591125487,0.0346564995269469,0.008753299713134766,0.00097700823403444,0.0001,"(32, 16)",0.001,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.7653671719987688,0.5380833260402385,0.7233408906084428,0.5558693065022179,0.7064439928473419,0.657820937599402,0.09268709617061495,8
0.10212464332580566,0.045186274170834116,0.006514072418212891,0.0022868608359065553,0.0001,"(32, 16)",0.01,"{'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.8137323633156966,0.5812324241533762,0.782081807081807,0.8112339946244056,0.7579352919971161,0.7492431762344803,0.08646763346161974,3
0.11397638320922851,0.01950817879910136,0.0058438777923583984,0.0011914847539370845,0.01,"(16,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.001}",0.5244792980685672,0.6054140505209907,0.6650861676575422,0.5895388062641584,0.6363636363636364,0.604176391774979,0.047567713769490504,11
0.04503893852233887,0.004686631949783933,0.004598808288574219,0.0015165277238584122,0.01,"(16,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.01}",0.7471220174816915,0.6632348428564917,0.7067226890756302,0.6521250717728427,0.7775548573692003,0.7093518957111713,0.047930847576667435,6
0.09273333549499511,0.026185205694240016,0.003383922576904297,0.000394059520028756,0.01,"(32,)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.001}",0.737110510245374,0.6325111793723082,0.6801951293052517,0.48839631782945736,0.7485442045035069,0.6573514682511796,0.09419377429637704,9
0.06006441116333008,0.005666799977028456,0.003221940994262695,0.0006894679045509309,0.01,"(32,)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.01}",0.7962891275391275,0.6989705031810295,0.7937926803243704,0.7882267150559834,0.8289371012932018,0.7812432254787425,0.043534225011800196,1
0.08374214172363281,0.020339076937681697,0.0036278724670410155,0.0010277414931515922,0.01,"(32, 16)",0.001,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.001}",0.7653671719987688,0.5380833260402385,0.7233408906084428,0.5983914713191588,0.6999519303905248,0.6650269580714268,0.08395641816846118,7
0.0607088565826416,0.016750633759133608,0.005927038192749023,0.002117715014554838,0.01,"(32, 16)",0.01,"{'model__alpha': 0.01, 'model__hidden_layer_sizes': (32, 16), 'model__learning_rate_init': 0.01}",0.804322450805009,0.5735125115848008,0.7835725548960844,0.7777338157589628,0.7437435626738078,0.7365769791437329,0.08382517374971324,4
