mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__n_centers,param_model__width,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05530543327331543,0.005673727157064946,0.00485382080078125,0.0008070665142992291,0.001,8,0.5,"{'model__alpha': 0.001, 'model__n_centers': 8, 'model__width': 0.5}",0.45509697074539657,0.4732393988191089,0.589516530782202,0.493362542474264,0.46352304310234316,0.49494769718466286,0.04897472103710965,16
0.06628289222717285,0.00500180765053622,0.005008506774902344,0.0014121331085142654,0.001,8,1.0,"{'model__alpha': 0.001, 'model__n_centers': 8, 'model__width': 1}",0.6108074428958574,0.5109267734553775,0.6713766882306208,0.5983786659892869,0.542026557994486,0.5867032257131257,0.05590169908249425,13
0.07304482460021973,0.004475911090771342,0.005889606475830078,0.0018525809099826365,0.001,16,0.5,"{'model__alpha': 0.001, 'model__n_centers': 16, 'model__width': 0.5}",0.647267316017316,0.5759808978009857,0.6636757927408334,0.6015492923864931,0.6545163170163171,0.628597923192389,0.033914439663466626,10
0.07143054008483887,0.0019188643945975195,0.0059033393859863285,0.0013917751289632446,0.001,16,1.0,"{'model__alpha': 0.001, 'model__n_centers': 16, 'model__width': 1}",0.6785871191790511,0.5961847036215034,0.6854121393826442,0.6107028408746562,0.7089312010183197,0.655963600815235,0.04428692723205205,8
0.08804807662963868,0.003105784237449673,0.004920148849487304,0.0002567616717694344,0.001,32,0.5,"{'model__alpha': 0.001, 'model__n_centers': 32, 'model__width': 0.5}",0.670906769080285,0.6481586381693137,0.7386919623003197,0.6523243605211813,0.6148052653175604,0.6649773990777319,0.04105899991227431,4
0.0912330150604248,0.0037170118328463584,0.005484819412231445,0.0011579586241520176,0.001,32,1.0,"{'model__alpha': 0.001, 'model__n_centers': 32, 'model__width': 1}",0.7441935696837658,0.7093473599571161,0.7573318401131448,0.7055859225163023,0.6613443387213879,0.7155606061983434,0.03359221631052729,1
0.059919309616088864,0.009681373671001012,0.005819368362426758,0.0011390625951280178,0.01,8,0.5,"{'model__alpha': 0.01, 'model__n_centers': 8, 'model__width': 0.5}",0.45509697074539657,0.4732393988191089,0.589516530782202,0.493362542474264,0.46352304310234316,0.49494769718466286,0.04897472103710965,16
0.07124762535095215,0.008597762811798798,0.00644078254699707,0.0010074925593933442,0.01,8,1.0,"{'model__alpha': 0.01, 'model__n_centers': 8, 'model__width': 1}",0.6025313439947586,0.5107015544647031,0.6587902980126517,0.5983786659892869,0.542026557994486,0.5824856840911773,0.051510603978263285,14
0.082423734664917,0.009765331403595553,0.0073131084442138675,0.0017278427225363002,0.01,16,0.5,"{'model__alpha': 0.01, 'model__n_centers': 16, 'model__width': 0.5}",0.647267316017316,0.5759808978009857,0.6636757927408334,0.6015492923864931,0.6545163170163171,0.628597923192389,0.033914439663466626,10
0.07885804176330566,0.009250153206231397,0.00609745979309082,0.00184645699379689,0.01,16,1.0,"{'model__alpha': 0.01, 'model__n_centers': 16, 'model__width': 1}",0.7020860676320164,0.5930603469121274,0.6783580191626168,0.6103191498842554,0.7161604848492104,0.6599968136880453,0.04941934436591596,6
0.09082326889038086,0.006434140663073269,0.004286861419677735,0.0008525884471407325,0.01,32,0.5,"{'model__alpha': 0.01, 'model__n_centers': 32, 'model__width': 0.5}",0.6774738841405508,0.6400479418695607,0.7386919623003197,0.6523243605211813,0.6148052653175604,0.6646686828298346,0.042162406641153,5
0.08522429466247558,0.0009668195592118241,0.004617452621459961,0.0005745903387088013,0.01,32,1.0,"{'model__alpha': 0.01, 'model__n_centers': 32, 'model__width': 1}",0.7372925457102673,0.6855832405751036,0.7698361240027907,0.6798170335504524,0.6737577144403828,0.7092573316557994,0.0377973011543671,2
0.04984574317932129,0.004739697836348635,0.005139207839965821,0.0005769046750919496,0.1,8,0.5,"{'model__alpha': 0.1, 'model__n_centers': 8, 'model__width': 0.5}",0.45509697074539657,0.4671304268107971,0.5837811874201648,0.4921778143609129,0.4573937908496732,0.49111603803738885,0.04816187286429184,18
0.054702234268188474,0.00704685463046059,0.0052452564239501955,0.0007467191094071597,0.1,8,1.0,"{'model__alpha': 0.1, 'model__n_centers': 8, 'model__width': 1}",0.550204596250554,0.5036959374268812,0.6097426069886964,0.5802622001866742,0.5027798660962786,0.5493370413898169,0.04208712723775887,15
0.06257314682006836,0.004335823332969406,0.005402612686157227,0.000567831903227807,0.1,16,0.5,"{'model__alpha': 0.1, 'model__n_centers': 16, 'model__width': 0.5}",0.6367842547043975,0.5643704348956504,0.648260652325693,0.6015492923864931,0.6621260798172341,0.6226181428258937,0.035371700672933624,12
0.07305989265441895,0.008980002436872846,0.005500125885009766,0.0010947812033455253,0.1,16,1.0,"{'model__alpha': 0.1, 'model__n_centers': 16, 'model__width': 1}",0.6624339905802774,0.5763128625405779,0.689111524467777,0.6427304589827806,0.6636979657897606,0.6468573604722347,0.03822357720642807,9
0.09353432655334473,0.006086308551421736,0.005501365661621094,0.0006885854417482152,0.1,32,0.5,"{'model__alpha': 0.1, 'model__n_centers': 32, 'model__width': 0.5}",0.688760618423767,0.6307088062211013,0.7237391249277634,0.6444038115097737,0.6113941514479149,0.6598013025060641,0.04087394147152431,7
0.09414043426513671,0.009087688596994192,0.005749273300170899,0.0009573411946159676,0.1,32,1.0,"{'model__alpha': 0.1, 'model__n_centers': 32, 'model__width': 1}",0.7282151240778001,0.6217713738620796,0.7003702415775155,0.6679238636218443,0.6892056355368904,0.681497247735226,0.03563589728134366,3
