split,feature,macro_f1,balanced_accuracy,f1_drop
10,SKEWNESS_ABOUT_MAJOR,0.6857775911347339,0.6871753246753247,0.17461201925487657
10,SKEWNESS_ABOUT_MINOR,0.8569864377255194,0.8593073593073594,0.0034031726640910698
10,KURTOSIS_ABOUT_MAJOR,0.8349780701754386,0.836038961038961,0.025411540214171913
10,KURTOSIS_ABOUT_MINOR,0.7636440940012368,0.777056277056277,0.0967455163883737
10,HOLLOWS_RATIO,0.604572068469045,0.6183982683982684,0.2558175419205655
11,COMPACTNESS,0.7064625850340136,0.722943722943723,0.15159050686054165
11,CIRCULARITY,0.7136517615176152,0.7196428571428571,0.14440133037694003
11,DISTANCE_CIRCULARITY,0.7383838383838384,0.7705627705627706,0.11966925351071689
11,RADIUS_RATIO,0.5947363560808938,0.5878787878787879,0.26331673581366144
11,PR.AXIS_ASPECT_RATIO,0.737401185770751,0.7325757575757575,0.12065190612380428
11,MAX.LENGTH_ASPECT_RATIO,0.8450828157349896,0.8472943722943723,0.012970276159565697
11,SCATTER_RATIO,0.7111631558815437,0.7277056277056276,0.1468899360130116
11,ELONGATEDNESS,0.6786676034049983,0.6896103896103896,0.17938548848955693
11,PR.AXIS_RECTANGULARITY,0.7283453732370141,0.7331168831168832,0.12970771865754116
11,MAX.LENGTH_RECTANGULARITY,0.8062677903666908,0.8126623376623376,0.051785301527864425
11,SCALED_VARIANCE_MAJOR,0.7844107551487414,0.7889069264069264,0.07364233674581389
11,SCALED_VARIANCE_MINOR,0.7060585974103416,0.717478354978355,0.15199449448421365
11,SCALED_RADIUS_OF_GYRATION,0.8010776662950576,0.8024350649350649,0.05697542559949764
11,SKEWNESS_ABOUT_MAJOR,0.6809589220303506,0.673538961038961,0.17709416986420468
11,SKEWNESS_ABOUT_MINOR,0.84656238464378,0.8484307359307359,0.011490707250775278
11,KURTOSIS_ABOUT_MAJOR,0.8347222222222221,0.8359848484848484,0.02333086967233311
11,KURTOSIS_ABOUT_MINOR,0.739094087247302,0.7543290043290043,0.11895900464725329
11,HOLLOWS_RATIO,0.6885293787214919,0.6973484848484849,0.16952371317306336
12,COMPACTNESS,0.706978868347003,0.722943722943723,0.11420976214395306
12,CIRCULARITY,0.7296853625170998,0.7424242424242424,0.09150326797385622
12,DISTANCE_CIRCULARITY,0.782862282556285,0.7922077922077922,0.038326347934671046
12,RADIUS_RATIO,0.6506493506493506,0.6360930735930735,0.17053927984160544
12,PR.AXIS_ASPECT_RATIO,0.7295392953929539,0.7337662337662337,0.0916493350980021
12,MAX.LENGTH_ASPECT_RATIO,0.8338870431893688,0.8376623376623377,-0.012698412698412764
12,SCATTER_RATIO,0.7652113652113652,0.7650974025974027,0.05597726527959079
12,ELONGATEDNESS,0.6626899696048633,0.6651515151515152,0.15849866088609277
12,PR.AXIS_RECTANGULARITY,0.8141025641025641,0.8121753246753247,0.007086066388391932
12,MAX.LENGTH_RECTANGULARITY,0.7343846629560915,0.7543290043290043,0.08680396753486452
12,SCALED_VARIANCE_MAJOR,0.8337305599691849,0.8365800865800865,-0.012541929478228853
12,SCALED_VARIANCE_MINOR,0.7170482295482294,0.718560606060606,0.10414040094272659
12,SCALED_RADIUS_OF_GYRATION,0.7358026631282445,0.7270021645021645,0.08538596736271153
12,SKEWNESS_ABOUT_MAJOR,0.7306117641224025,0.7326298701298701,0.09057686636855355
12,SKEWNESS_ABOUT_MINOR,0.8199436222692036,0.8252164502164503,0.0012450082217524416
12,KURTOSIS_ABOUT_MAJOR,0.8085519663668777,0.8133116883116883,0.012636664124078378
12,KURTOSIS_ABOUT_MINOR,0.7059239315336876,0.7191558441558441,0.11526469895726843
12,HOLLOWS_RATIO,0.6321151586368978,0.6411255411255411,0.1890734718540582
13,COMPACTNESS,0.744806838918647,0.7569264069264069,0.1250510872353654
13,CIRCULARITY,0.6606577887712839,0.6823051948051948,0.20920013738272847
13,DISTANCE_CIRCULARITY,0.7616757773359424,0.7813311688311688,0.10818214881806998
13,RADIUS_RATIO,0.7451899377365215,0.7405844155844155,0.12466798841749083
13,PR.AXIS_ASPECT_RATIO,0.7921051906823259,0.7921536796536797,0.07775273547168648
