split,repeat,row_index,edge_features,error
16,1,372,0,False
16,1,388,5,True
16,1,396,10,False
16,1,397,1,False
16,1,404,1,False
16,1,410,0,False
16,1,412,1,False
16,1,476,4,False
16,1,479,3,False
16,1,490,2,False
16,1,494,8,False
16,1,511,0,True
16,1,530,0,True
16,1,532,0,False
16,1,541,2,False
16,1,545,1,False
16,1,551,1,False
16,1,553,3,False
16,1,573,0,False
16,1,576,1,False
16,1,580,1,False
16,1,582,0,False
16,1,588,0,True
16,1,590,1,False
16,1,593,0,True
16,1,600,0,False
16,1,612,14,True
16,1,615,6,False
16,1,623,4,False
16,1,635,0,False
16,1,641,1,False
16,1,650,0,True
16,1,652,4,False
16,1,665,1,False
16,1,675,7,False
16,1,685,1,False
16,1,687,10,False
16,1,689,1,False
16,1,722,1,False
16,1,732,1,False
16,1,748,0,False
16,1,757,0,False
16,1,796,6,False
16,1,798,1,False
16,1,814,0,False
16,1,820,0,True
16,1,831,0,False
17,1,10,0,False
17,1,12,0,False
17,1,28,0,False
17,1,39,3,False
17,1,48,0,False
17,1,59,2,False
17,1,64,0,False
17,1,68,0,False
17,1,83,2,False
17,1,88,1,False
17,1,106,1,False
17,1,107,0,False
17,1,108,1,False
17,1,110,0,False
17,1,121,0,False
17,1,123,7,True
17,1,124,0,False
17,1,126,0,False
17,1,139,0,False
17,1,143,1,False
17,1,150,0,False
17,1,156,0,True
17,1,162,1,False
17,1,165,1,False
17,1,187,0,True
17,1,193,6,False
17,1,195,0,False
17,1,197,0,False
17,1,202,2,False
17,1,205,0,False
17,1,216,0,True
17,1,219,7,False
17,1,229,0,False
17,1,235,0,False
17,1,237,0,False
17,1,252,0,False
17,1,259,5,False
17,1,260,3,False
17,1,275,1,False
17,1,289,2,False
17,1,295,1,False
17,1,304,0,False
17,1,333,1,False
17,1,339,0,False
17,1,351,3,False
17,1,374,9,False
17,1,386,0,False
17,1,398,0,False
17,1,399,1,False
17,1,430,1,False
17,1,436,1,False
17,1,445,0,False
17,1,475,0,True
17,1,480,1,True
17,1,486,4,False
17,1,500,5,False
17,1,520,0,True
17,1,522,1,True
17,1,536,2,True
17,1,537,5,False
17,1,546,2,False
17,1,552,0,False
17,1,563,0,False
17,1,566,2,False
17,1,586,5,False
17,1,596,0,False
17,1,605,2,False
17,1,609,4,False
17,1,622,1,False
17,1,645,1,False
17,1,674,0,False
17,1,678,0,False
17,1,679,1,False
17,1,682,0,False
17,1,702,1,False
17,1,754,0,False
17,1,775,0,False
17,1,782,0,False
17,1,821,3,False
17,1,824,2,False
17,1,825,0,True
17,1,826,1,False
17,1,827,4,False
17,1,843,2,False
18,1,25,0,False
18,1,50,3,True
18,1,82,1,False
18,1,91,0,True
18,1,92,1,True
18,1,115,0,False
18,1,118,0,False
18,1,127,1,True
18,1,131,1,True
18,1,135,4,False
18,1,141,3,False
18,1,152,6,False
18,1,176,1,False
18,1,180,1,False
18,1,189,1,True
18,1,204,4,False
18,1,206,0,True
18,1,214,1,True
18,1,217,2,True
18,1,222,0,False
18,1,238,2,False
18,1,256,2,False
18,1,261,0,True
18,1,265,1,False
18,1,292,0,False
18,1,297,1,True
18,1,312,0,False
18,1,316,0,False
18,1,318,7,False
18,1,320,0,False
18,1,336,0,False
18,1,337,0,False
18,1,355,0,True
18,1,371,0,False
18,1,376,1,False
18,1,411,11,False
18,1,414,0,False
18,1,423,0,False
18,1,429,0,False
18,1,441,0,False
18,1,443,0,False
18,1,454,0,False
18,1,460,3,False
18,1,472,3,False
18,1,495,0,False
18,1,499,2,False
18,1,502,0,True
18,1,521,1,False
18,1,540,1,False
18,1,543,0,False
18,1,544,2,True
18,1,556,9,False
18,1,560,1,False
18,1,562,1,True
18,1,569,2,False
18,1,570,2,False
18,1,584,0,False
18,1,625,0,False
18,1,633,0,False
18,1,638,1,False
18,1,639,1,False
18,1,666,0,True
18,1,677,0,False
18,1,684,0,False
18,1,688,9,True
18,1,692,0,False
18,1,700,0,False
18,1,711,1,False
18,1,742,0,True
18,1,744,0,False
18,1,751,8,False
18,1,764,0,False
18,1,772,1,False
18,1,780,1,False
18,1,787,2,False
18,1,795,5,False
18,1,815,3,True
18,1,818,0,False
18,1,828,0,False
18,1,830,3,False
18,1,832,1,False
18,1,835,10,False
18,1,837,0,False
18,1,842,0,False
19,1,0,1,False
19,1,2,0,False
19,1,6,0,False
19,1,7,0,False
19,1,8,7,False
19,1,15,1,False
19,1,21,8,True
19,1,23,0,True
19,1,43,0,False
19,1,63,0,False
19,1,66,2,False
19,1,70,1,False
19,1,75,0,False
19,1,79,5,False
19,1,98,1,False
19,1,101,0,False
19,1,114,0,False
19,1,120,2,False
19,1,129,0,False
19,1,130,0,False
19,1,138,3,False
19,1,157,0,False
19,1,164,0,False
19,1,167,2,True
19,1,181,10,False
19,1,182,2,False
19,1,184,0,False
19,1,192,1,False
19,1,198,1,False
19,1,212,0,False
19,1,246,3,False
19,1,254,0,False
19,1,263,3,False
19,1,294,8,False
19,1,298,1,False
19,1,315,2,False
19,1,329,0,True
19,1,341,0,True
19,1,344,3,False
19,1,369,0,True
19,1,373,1,False
19,1,383,3,False
19,1,394,0,True
19,1,401,1,False
19,1,416,0,False
19,1,421,0,False
19,1,438,0,False
19,1,455,1,False
19,1,463,3,True
19,1,477,0,False
19,1,487,0,False
19,1,489,1,False
19,1,515,3,False
19,1,526,0,False
19,1,533,4,False
19,1,558,3,False
19,1,571,0,False
19,1,574,0,False
19,1,585,8,False
19,1,587,0,False
19,1,591,2,False
19,1,607,5,False
19,1,608,1,False
19,1,621,1,False
19,1,628,1,False
19,1,642,0,True
19,1,676,0,False
19,1,703,3,False
19,1,704,0,False
19,1,712,0,False
19,1,713,1,False
19,1,714,1,False
19,1,719,0,False
19,1,731,7,False
19,1,734,5,False
19,1,743,0,True
19,1,747,2,False
19,1,749,1,True
19,1,761,4,False
19,1,779,2,False
19,1,791,1,False
19,1,799,0,False
19,1,808,0,False
19,1,841,0,False
20,2,0,1,False
20,2,3,0,False
20,2,4,4,False
20,2,5,8,False
20,2,26,4,True
20,2,28,0,False
20,2,58,0,True
20,2,59,2,False
20,2,67,3,False
20,2,73,7,False
20,2,90,1,False
20,2,92,1,False
20,2,95,1,False
20,2,114,0,False
20,2,120,2,False
20,2,143,1,False
20,2,144,0,False
20,2,195,0,False
20,2,200,0,False
20,2,203,1,False
20,2,209,2,False
20,2,215,0,True
20,2,218,0,False
20,2,226,1,False
20,2,227,2,False
20,2,243,2,True
20,2,249,8,False
20,2,258,0,False
20,2,259,4,False
20,2,260,3,False
20,2,263,3,False
20,2,273,0,False
20,2,276,1,False
20,2,280,0,False
20,2,294,8,False
20,2,297,1,True
20,2,302,1,False
20,2,305,0,False
20,2,315,2,False
20,2,326,4,False
20,2,376,1,False
20,2,384,0,True
20,2,392,0,False
20,2,401,1,True
20,2,413,2,True
20,2,416,0,False
20,2,420,6,False
20,2,429,0,False
20,2,450,1,False
20,2,452,0,True
20,2,457,0,True
20,2,483,0,True
20,2,484,0,False
20,2,525,0,False
20,2,537,5,False
20,2,548,1,False
20,2,577,1,True
20,2,590,0,False
20,2,615,6,False
20,2,618,0,False
20,2,620,4,False
20,2,628,1,False
20,2,629,0,False
20,2,640,1,True
20,2,669,0,False
20,2,672,1,False
20,2,688,9,True
20,2,719,0,False
20,2,724,0,False
20,2,736,0,True
20,2,760,0,True
20,2,767,0,False
20,2,769,1,False
20,2,771,0,False
20,2,773,0,False
20,2,778,1,False
20,2,793,0,False
20,2,805,1,False
20,2,809,2,True
20,2,827,4,False
20,2,831,0,False
20,2,832,1,False
20,2,833,0,True
20,2,843,0,False
20,2,845,5,False
21,2,1,0,False
21,2,21,7,True
21,2,31,0,True
21,2,33,2,False
21,2,35,1,False
21,2,37,5,False
21,2,48,0,False
21,2,74,0,False
21,2,75,0,False
21,2,121,0,False
21,2,142,1,False
21,2,145,2,False
21,2,168,0,False
21,2,171,8,False
21,2,175,1,False
21,2,177,0,True
21,2,182,2,False
21,2,184,0,False
21,2,192,1,False
21,2,208,0,False
21,2,213,2,False
21,2,219,7,False
21,2,224,0,False
21,2,233,0,True
21,2,269,6,False
21,2,272,0,False
21,2,299,0,False
21,2,307,0,False
21,2,320,0,False
21,2,327,0,True
21,2,341,0,True
21,2,358,0,False
21,2,360,2,False
21,2,371,0,False
21,2,377,0,False
21,2,378,5,True
21,2,383,3,False
21,2,386,0,False
21,2,387,0,False
21,2,388,5,True
21,2,405,0,False
21,2,407,0,False
21,2,409,0,True
21,2,410,0,False
21,2,412,1,False
21,2,415,2,False
21,2,419,2,False
21,2,445,0,False
21,2,460,3,False
21,2,464,0,False
21,2,467,1,False
21,2,481,0,False
21,2,488,0,False
21,2,531,8,False
21,2,544,2,False
21,2,557,1,False
21,2,566,2,False
21,2,574,0,False
21,2,581,0,False
21,2,600,0,False
21,2,610,1,False
21,2,616,0,True
21,2,623,4,False
21,2,635,0,False
21,2,655,11,False
21,2,659,0,True
21,2,667,2,False
21,2,687,10,False
21,2,689,1,False
21,2,699,0,True
21,2,700,0,False
21,2,721,3,False
21,2,723,0,False
21,2,725,0,False
21,2,732,1,False
21,2,741,0,False
21,2,751,8,False
21,2,770,1,False
21,2,777,7,False
21,2,783,1,False
21,2,785,1,False
21,2,794,0,False
21,2,796,6,False
21,2,799,0,False
21,2,810,0,False
22,2,6,0,False
22,2,18,0,False
22,2,55,4,False
22,2,76,0,False
22,2,77,0,True
22,2,82,1,False
22,2,104,0,False
22,2,112,1,False
22,2,117,2,False
22,2,129,0,False
22,2,130,0,False
22,2,149,0,False
22,2,160,4,False
22,2,191,0,False
22,2,194,0,False
22,2,196,3,True
22,2,199,0,False
22,2,204,2,False
22,2,210,3,False
22,2,211,1,False
22,2,242,2,False
22,2,250,1,False
22,2,267,0,False
22,2,279,0,False
22,2,282,0,False
22,2,284,1,False
22,2,290,1,False
22,2,293,1,False
22,2,301,0,True
22,2,310,0,True
22,2,312,0,False
22,2,348,0,False
22,2,366,0,False
22,2,375,6,False
22,2,406,2,False
22,2,411,10,False
22,2,414,0,False
22,2,428,1,False
22,2,431,2,False
22,2,438,0,False
22,2,440,0,True
22,2,444,9,False
22,2,446,0,False
22,2,451,0,True
22,2,455,1,False
22,2,473,2,False
22,2,490,2,False
22,2,507,3,True
22,2,515,3,False
22,2,517,2,False
22,2,540,1,False
22,2,580,1,False
22,2,593,0,False
22,2,604,0,True
22,2,613,0,False
22,2,617,5,False
22,2,631,0,False
22,2,647,0,False
22,2,652,4,False
22,2,656,0,False
22,2,660,5,False
22,2,662,1,True
22,2,686,0,True
22,2,697,0,False
22,2,703,3,False
22,2,708,0,False
22,2,710,5,False
22,2,712,0,False
22,2,717,1,False
22,2,720,0,True
22,2,733,9,False
22,2,747,2,False
22,2,756,1,True
22,2,758,2,False
22,2,764,0,False
22,2,776,0,False
22,2,789,0,False
22,2,800,0,False
22,2,802,0,True
22,2,816,0,False
22,2,821,3,False
22,2,822,0,False
22,2,823,0,False
22,2,824,0,False
22,2,826,1,False
23,2,10,0,False
23,2,41,9,False
23,2,51,0,True
23,2,52,3,False
23,2,53,2,False
23,2,64,0,False
23,2,79,5,False
23,2,80,1,False
23,2,83,2,False
23,2,85,10,False
23,2,89,6,False
23,2,96,1,False
23,2,105,0,False
23,2,110,0,False
23,2,113,8,True
23,2,116,0,False
23,2,122,1,False
23,2,127,1,True
23,2,139,0,False
23,2,147,0,False
23,2,158,1,True
23,2,161,1,True
23,2,164,0,False
23,2,166,4,False
23,2,185,0,False
23,2,189,1,True
23,2,197,0,False
23,2,222,0,False
23,2,255,3,False
23,2,270,1,False
23,2,277,0,True
23,2,281,0,False
23,2,287,0,False
23,2,308,1,False
23,2,311,0,False
23,2,318,6,False
23,2,329,0,True
23,2,336,0,False
23,2,338,1,False
23,2,352,0,False
23,2,359,1,False
23,2,362,0,False
23,2,369,0,True
23,2,370,0,False
23,2,390,3,False
23,2,402,0,False
23,2,403,4,False
23,2,422,5,True
23,2,434,0,False
23,2,436,2,False
23,2,489,1,False
23,2,497,0,False
23,2,504,0,True
23,2,506,2,False
23,2,511,0,False
23,2,521,1,False
23,2,522,1,True
23,2,526,0,False
23,2,528,0,False
23,2,529,3,False
23,2,543,0,False
23,2,552,0,False
23,2,576,1,False
23,2,586,5,False
23,2,609,4,False
23,2,624,2,True
23,2,630,0,False
23,2,636,3,False
23,2,638,1,False
23,2,642,0,True
23,2,649,0,False
23,2,653,0,False
23,2,675,6,False
23,2,681,1,False
23,2,684,0,False
23,2,707,6,False
23,2,713,1,False
23,2,730,4,False
23,2,763,1,False
23,2,775,0,False
23,2,813,0,False
23,2,815,3,False
23,2,828,0,False
23,2,829,0,False
23,2,839,0,False
24,2,16,7,False
24,2,19,1,False
24,2,20,0,False
24,2,22,0,False
24,2,43,0,False
24,2,49,2,False
24,2,62,1,False
24,2,63,0,False
24,2,69,1,False
24,2,86,0,False
24,2,88,1,False
24,2,115,0,False
24,2,140,4,False
24,2,146,2,False
24,2,156,0,True
24,2,157,0,False
24,2,159,1,False
24,2,163,0,True
24,2,165,1,False
24,2,167,2,False
24,2,170,0,True
24,2,186,0,False
24,2,216,0,True
24,2,235,0,False
24,2,246,2,False
24,2,253,0,False
24,2,261,0,True
24,2,265,1,False
24,2,288,0,False
24,2,289,3,False
24,2,296,0,False
24,2,300,0,True
24,2,316,0,False
24,2,331,0,False
24,2,334,6,False
24,2,340,0,False
24,2,363,0,False
24,2,368,0,False
24,2,372,0,False
24,2,379,1,False
24,2,380,1,False
24,2,393,0,False
24,2,399,1,False
24,2,437,0,False
24,2,442,5,False
24,2,449,0,False
24,2,470,0,False
24,2,480,0,False
24,2,487,0,False
24,2,491,1,False
24,2,512,2,False
24,2,516,4,False
24,2,518,0,False
24,2,532,0,False
24,2,535,0,False
24,2,541,2,False
24,2,554,2,False
24,2,558,2,False
24,2,561,0,False
24,2,562,1,False
24,2,578,2,False
24,2,582,0,False
24,2,592,1,False
24,2,599,0,True
24,2,606,1,False
24,2,619,0,False
24,2,622,1,False
24,2,632,0,False
24,2,658,4,False
24,2,666,0,True
24,2,676,0,False
24,2,685,1,False
24,2,696,0,True
24,2,709,0,False
24,2,714,1,False
24,2,738,0,False
24,2,749,0,True
24,2,755,4,False
24,2,782,0,False
24,2,784,6,True
24,2,792,1,False
24,2,798,1,False
24,2,801,0,True
24,2,818,0,False
24,2,841,0,False
25,2,8,6,False
25,2,15,1,False
25,2,24,0,False
25,2,36,2,False
25,2,42,0,False
25,2,54,7,False
25,2,61,1,False
25,2,70,1,False
25,2,71,6,False
25,2,78,0,False
25,2,84,1,False
25,2,91,0,True
25,2,93,0,False
25,2,97,0,False
25,2,101,0,False
25,2,109,0,False
25,2,136,0,False
25,2,138,1,False
25,2,141,4,False
25,2,151,1,False
25,2,153,0,False
25,2,198,1,False
25,2,205,0,False
25,2,207,2,False
25,2,217,2,True
25,2,223,1,False
25,2,236,1,False
25,2,240,1,True
25,2,251,4,False
25,2,266,2,False
25,2,291,4,False
25,2,330,2,False
25,2,339,0,False
25,2,345,6,False
25,2,351,2,False
25,2,389,4,False
25,2,424,0,False
25,2,425,1,True
25,2,433,0,False
25,2,439,4,False
25,2,458,2,False
25,2,459,2,False
25,2,462,0,True
25,2,463,3,True
25,2,465,0,False
25,2,474,0,False
25,2,475,0,True
25,2,486,4,True
25,2,498,8,False
25,2,501,0,False
25,2,513,2,True
25,2,520,0,True
25,2,523,4,False
25,2,549,0,False
25,2,550,6,False
25,2,559,3,True
25,2,565,2,False
25,2,567,0,False
25,2,569,2,False
25,2,572,0,False
25,2,589,5,False
25,2,594,2,False
25,2,611,0,False
25,2,625,0,False
25,2,634,3,True
25,2,637,1,False
25,2,677,0,False
25,2,679,1,False
25,2,680,0,False
25,2,691,0,False
25,2,701,0,False
25,2,702,1,False
25,2,716,0,False
25,2,744,0,False
25,2,750,0,False
25,2,753,1,False
25,2,768,0,False
25,2,780,1,False
25,2,795,5,False
25,2,797,3,False
25,2,811,0,True
25,2,820,0,True
25,2,837,0,False
25,2,838,0,False
25,2,842,0,False
26,2,11,6,True
26,2,17,0,False
26,2,50,3,False
26,2,57,0,False
26,2,60,0,False
26,2,68,0,False
26,2,100,5,True
26,2,108,1,False
26,2,119,0,False
26,2,137,0,False
26,2,193,6,False
26,2,220,2,False
26,2,228,0,False
26,2,231,11,False
26,2,234,0,False
26,2,238,2,False
26,2,241,0,False
26,2,245,1,False
26,2,252,0,False
26,2,254,1,False
26,2,256,2,True
26,2,271,0,False
26,2,278,4,True
26,2,309,2,False
26,2,313,1,True
26,2,317,2,False
26,2,319,2,False
26,2,324,0,False
26,2,332,6,False
26,2,337,0,False
26,2,343,1,False
26,2,346,5,False
26,2,347,2,False
26,2,367,1,False
26,2,374,9,False
26,2,381,10,False
26,2,382,1,False
26,2,391,1,False
26,2,396,10,False
26,2,398,0,False
26,2,418,1,False
26,2,423,0,False
26,2,430,1,False
26,2,441,0,False
26,2,443,0,False
26,2,453,0,False
26,2,454,0,False
26,2,472,3,False
26,2,479,3,False
26,2,482,0,True
26,2,502,0,True
26,2,519,3,False
26,2,533,4,False
26,2,538,0,False
26,2,546,2,False
26,2,553,3,False
26,2,555,0,True
26,2,563,0,False
26,2,564,4,False
26,2,568,2,False
26,2,573,0,False
26,2,587,0,False
26,2,601,2,False
26,2,639,1,False
26,2,646,0,False
26,2,650,0,True
26,2,671,1,False
26,2,673,2,False
26,2,682,0,False
26,2,693,0,False
26,2,704,0,False
26,2,705,2,False
26,2,711,1,False
26,2,729,1,False
26,2,734,5,False
26,2,740,2,False
26,2,743,0,True
26,2,757,0,False
26,2,787,2,False
26,2,803,0,False
26,2,806,1,False
26,2,807,0,False
26,2,835,10,False
26,2,836,0,False
27,2,13,0,False
27,2,23,0,True
27,2,38,1,False
27,2,40,0,False
27,2,45,0,False
27,2,47,2,False
27,2,56,0,False
27,2,65,1,True
27,2,81,0,False
27,2,87,6,False
27,2,94,0,False
27,2,103,5,False
27,2,106,1,False
27,2,107,0,True
27,2,118,0,False
27,2,123,7,True
27,2,148,3,True
27,2,169,1,False
27,2,172,0,False
27,2,173,0,False
27,2,174,0,False
27,2,179,0,False
27,2,187,0,True
27,2,212,0,False
27,2,221,0,False
27,2,232,2,False
27,2,257,0,False
27,2,264,2,False
27,2,275,1,False
27,2,295,1,False
27,2,304,0,False
27,2,306,0,False
27,2,344,3,False
27,2,354,0,False
27,2,355,0,True
27,2,373,1,False
27,2,394,0,False
27,2,395,1,True
27,2,404,1,False
27,2,427,1,True
27,2,448,0,False
27,2,461,0,False
27,2,478,0,False
27,2,485,0,False
27,2,494,8,False
27,2,496,1,False
27,2,499,2,False
27,2,514,0,False
27,2,536,2,False
27,2,539,7,False
27,2,551,1,False
27,2,570,3,False
27,2,571,0,False
27,2,575,1,False
27,2,588,0,True
27,2,595,0,True
27,2,607,5,False
27,2,612,13,True
27,2,644,0,False
27,2,663,0,True
27,2,664,2,False
27,2,668,1,False
27,2,692,0,False
27,2,694,0,False
27,2,695,1,False
27,2,698,0,False
27,2,706,4,False
27,2,718,2,False
27,2,726,0,False
27,2,748,0,False
27,2,754,0,False
27,2,759,0,False
27,2,761,5,False
27,2,765,0,False
27,2,766,0,False
27,2,772,1,False
27,2,774,0,False
27,2,790,2,False
27,2,812,0,False
27,2,817,2,False
27,2,819,0,False
27,2,830,3,False
27,2,840,5,False
27,2,844,1,False
28,2,12,0,False
28,2,14,0,False
28,2,29,1,False
28,2,30,0,False
28,2,32,2,True
28,2,34,0,False
28,2,44,3,False
28,2,66,2,False
28,2,72,0,True
28,2,99,3,False
28,2,111,0,False
28,2,124,0,False
28,2,126,0,False
28,2,128,0,False
28,2,131,1,True
28,2,133,1,False
28,2,150,0,False
28,2,154,0,False
28,2,162,1,False
28,2,178,0,False
28,2,180,1,False
28,2,181,10,False
28,2,183,9,True
28,2,188,0,True
28,2,190,1,False
28,2,202,2,False
28,2,214,1,True
28,2,229,0,True
28,2,230,11,False
28,2,237,1,False
28,2,244,0,False
28,2,247,0,True
28,2,262,5,False
28,2,268,6,False
28,2,283,3,False
28,2,285,0,True
28,2,292,0,False
28,2,298,1,False
28,2,303,4,False
28,2,314,0,False
28,2,321,10,False
28,2,323,1,False
28,2,335,2,False
28,2,397,1,False
28,2,421,0,False
28,2,432,0,False
28,2,435,1,False
28,2,447,4,False
28,2,466,1,False
28,2,469,4,False
28,2,471,3,False
28,2,476,4,False
28,2,477,0,False
28,2,492,1,False
28,2,493,0,False
28,2,503,0,False
28,2,509,1,False
28,2,510,3,False
28,2,524,0,False
28,2,583,0,False
28,2,585,8,False
28,2,605,1,False
28,2,608,1,False
28,2,614,12,False
28,2,627,0,False
28,2,633,0,False
28,2,641,1,False
28,2,643,0,False
28,2,645,1,False
28,2,648,0,False
28,2,657,0,False
28,2,665,1,False
28,2,670,2,False
28,2,737,2,False
28,2,742,0,True
28,2,745,0,False
28,2,752,1,False
28,2,762,0,False
28,2,781,2,False
28,2,788,1,False
28,2,791,1,False
28,2,808,0,False
28,2,814,0,False
28,2,825,0,True
29,2,2,0,False
29,2,7,0,False
29,2,9,0,True
29,2,25,0,False
29,2,27,0,False
29,2,39,3,False
29,2,46,0,False
29,2,98,1,False
29,2,102,0,False
29,2,125,1,False
29,2,132,1,False
29,2,134,0,False
29,2,135,4,False
29,2,152,6,False
29,2,155,9,False
29,2,176,1,False
29,2,201,2,True
29,2,206,0,True
29,2,225,0,False
29,2,239,1,False
29,2,248,1,False
29,2,274,8,False
29,2,286,0,False
29,2,322,1,False
29,2,325,1,False
29,2,328,0,False
29,2,333,1,False
29,2,342,2,False
29,2,349,3,False
29,2,350,1,False
29,2,353,2,False
29,2,356,0,False
29,2,357,3,False
29,2,361,1,False
29,2,364,0,False
29,2,365,1,False
29,2,385,1,False
29,2,400,2,False
29,2,408,0,False
29,2,417,1,False
29,2,426,0,False
29,2,456,1,False
29,2,468,1,False
29,2,495,0,False
29,2,500,4,False
29,2,505,2,False
29,2,508,0,False
29,2,527,1,True
29,2,530,0,True
29,2,534,4,False
29,2,542,0,True
29,2,545,0,False
29,2,547,0,True
29,2,556,9,False
29,2,560,1,False
29,2,579,0,True
29,2,584,0,False
29,2,591,2,False
29,2,596,0,False
29,2,597,0,False
29,2,598,0,False
29,2,602,3,False
29,2,603,2,False
29,2,621,1,False
29,2,626,0,False
29,2,651,0,False
29,2,654,3,True
29,2,661,1,False
29,2,674,0,False
29,2,678,0,False
29,2,683,9,False
29,2,690,2,False
29,2,715,4,False
29,2,722,1,False
29,2,727,1,False
29,2,728,3,False
29,2,731,7,False
29,2,735,0,True
29,2,739,0,False
29,2,746,0,False
29,2,779,2,False
29,2,786,0,False
29,2,804,0,False
29,2,834,6,True
30,3,1,0,False
30,3,11,5,True
30,3,19,1,False
30,3,25,0,False
30,3,37,5,False
30,3,43,0,False
30,3,53,2,False
30,3,54,7,False
30,3,61,1,False
30,3,75,0,False
30,3,83,2,False
30,3,91,0,True
30,3,102,0,False
30,3,139,0,False
30,3,141,3,False
30,3,148,3,True
30,3,153,0,False
30,3,187,0,True
30,3,199,0,False
30,3,206,0,True
30,3,207,1,False
30,3,209,2,False
30,3,212,0,False
30,3,233,0,True
30,3,243,2,True
30,3,254,0,False
30,3,262,3,False
30,3,270,1,False
30,3,273,0,False
30,3,285,0,True
30,3,308,1,False
30,3,309,2,False
30,3,314,0,False
30,3,316,0,False
30,3,324,0,False
30,3,335,2,False
30,3,348,0,False
30,3,379,1,True
30,3,384,0,True
30,3,412,1,False
30,3,446,0,False
30,3,447,4,False
30,3,449,0,False
30,3,470,0,False
30,3,478,0,False
30,3,484,0,False
30,3,486,3,False
30,3,494,8,False
30,3,507,3,True
30,3,518,0,False
30,3,531,8,False
30,3,537,4,False
30,3,546,2,False
30,3,552,0,False
30,3,554,2,False
30,3,559,3,True
30,3,580,1,False
30,3,583,0,False
30,3,587,0,False
30,3,592,1,False
30,3,627,0,False
30,3,635,0,False
30,3,638,1,False
30,3,645,1,False
30,3,647,0,False
30,3,650,0,True
30,3,677,0,False
30,3,696,0,True
30,3,704,0,False
30,3,712,0,False
30,3,719,0,False
30,3,730,4,False
30,3,738,0,False
30,3,744,0,False
30,3,757,0,False
30,3,762,0,False
30,3,765,0,False
30,3,771,0,False
30,3,790,2,False
30,3,800,0,False
30,3,805,1,False
30,3,808,0,False
30,3,819,0,False
30,3,823,0,False
30,3,838,0,False
31,3,13,0,False
31,3,17,0,False
31,3,24,0,False
31,3,44,3,False
31,3,47,2,False
31,3,62,1,False
31,3,71,6,False
31,3,81,0,False
31,3,99,2,False
31,3,103,5,False
31,3,131,1,False
31,3,138,3,False
31,3,142,1,False
31,3,154,0,False
31,3,160,4,True
31,3,161,1,False
31,3,190,1,True
31,3,197,0,False
31,3,201,2,True
31,3,222,0,False
31,3,225,0,False
31,3,230,11,False
31,3,244,0,False
31,3,255,3,False
31,3,278,4,False
31,3,295,1,False
31,3,296,0,False
31,3,318,7,False
31,3,321,10,False
31,3,331,0,False
31,3,332,4,False
31,3,353,2,False
31,3,371,0,False
31,3,398,0,False
31,3,413,2,True
31,3,419,2,False
31,3,420,6,False
31,3,422,5,True
31,3,448,0,False
31,3,458,2,False
31,3,461,0,False
31,3,465,0,False
31,3,466,1,False
31,3,468,1,False
31,3,469,4,False
31,3,472,3,False
31,3,474,0,False
31,3,490,2,False
31,3,499,2,False
31,3,506,2,False
31,3,509,1,False
31,3,516,4,False
31,3,525,0,True
31,3,527,1,True
31,3,545,0,False
31,3,550,8,False
31,3,556,8,False
31,3,561,0,False
31,3,564,4,False
31,3,571,0,True
31,3,619,0,False
31,3,622,1,False
31,3,623,3,False
31,3,636,3,False
31,3,644,0,False
31,3,648,0,False
31,3,655,11,False
31,3,661,1,True
31,3,664,2,False
31,3,666,0,True
31,3,680,0,False
31,3,686,0,False
31,3,701,0,False
31,3,709,0,False
31,3,717,1,False
31,3,725,1,False
31,3,743,0,True
31,3,746,0,False
31,3,758,1,False
31,3,783,0,False
31,3,784,8,False
31,3,791,1,False
31,3,812,0,False
31,3,830,3,False
31,3,840,5,False
32,3,3,0,False
32,3,4,4,False
32,3,7,0,False
32,3,27,0,False
32,3,28,0,False
32,3,29,1,False
32,3,35,1,False
32,3,41,8,False
32,3,42,0,False
32,3,49,2,True
32,3,73,7,False
32,3,108,1,False
32,3,109,0,False
32,3,113,8,False
32,3,119,0,False
32,3,122,1,False
32,3,124,0,False
32,3,125,1,False
32,3,132,1,False
32,3,146,2,False
32,3,155,9,False
32,3,164,0,False
32,3,166,3,False
32,3,182,2,False
32,3,186,0,False
32,3,196,3,True
32,3,198,1,False
32,3,202,3,False
32,3,205,0,False
32,3,214,1,True
32,3,215,0,True
32,3,241,0,False
32,3,249,7,True
32,3,253,0,False
32,3,260,3,False
32,3,264,2,False
32,3,282,0,False
32,3,297,1,True
32,3,301,0,False
32,3,310,0,True
32,3,315,2,False
32,3,334,6,False
32,3,341,0,False
32,3,343,1,False
32,3,349,4,True
32,3,359,1,False
32,3,373,1,False
32,3,377,0,False
32,3,383,3,True
32,3,391,1,False
32,3,394,0,True
32,3,395,1,True
32,3,406,2,False
32,3,410,0,True
32,3,415,1,False
32,3,436,2,False
32,3,441,0,False
32,3,450,1,False
32,3,459,2,True
32,3,492,1,False
32,3,511,0,True
32,3,512,3,False
32,3,519,2,False
32,3,528,0,False
32,3,536,1,True
32,3,541,3,False
32,3,568,2,False
32,3,581,0,False
32,3,590,0,False
32,3,649,0,False
32,3,683,9,False
32,3,693,0,False
32,3,716,0,False
32,3,726,0,False
32,3,742,0,True
32,3,755,5,False
32,3,759,0,False
32,3,760,0,False
32,3,766,0,False
32,3,775,0,False
32,3,777,7,False
32,3,793,0,False
32,3,806,1,False
