method,split,kind,level,realization,macro_f1,balanced_accuracy
centroid,0,missing,0.05,5,0.36750775895512733,0.41060606060606064
centroid,0,missing,0.05,6,0.38153271147457196,0.421969696969697
centroid,0,missing,0.05,7,0.4,0.43333333333333335
centroid,0,missing,0.05,8,0.3963624541003672,0.43333333333333335
centroid,0,missing,0.05,9,0.42743085979840456,0.45660173160173156
centroid,0,missing,0.05,10,0.4137796887796888,0.4446969696969697
centroid,0,missing,0.05,11,0.3989846798670328,0.43333333333333335
centroid,0,missing,0.05,12,0.4394643024673984,0.4679653679653679
centroid,0,missing,0.05,13,0.4270093839249286,0.45606060606060606
centroid,0,missing,0.05,14,0.4137796887796888,0.4446969696969697
centroid,0,missing,0.05,15,0.41100191100191097,0.4452380952380952
centroid,0,missing,0.05,16,0.41221437501227265,0.4446969696969697
centroid,0,missing,0.05,17,0.3989846798670328,0.43333333333333335
centroid,0,missing,0.05,18,0.38358488358488363,0.421969696969697
centroid,0,missing,0.05,19,0.4132203865445999,0.4446969696969697
centroid,0,missing,0.1,0,0.3707652840005781,0.41060606060606064
centroid,0,missing,0.1,1,0.39681457873012344,0.43333333333333335
centroid,0,missing,0.1,2,0.4249485808309338,0.45606060606060606
centroid,0,missing,0.1,3,0.42499999999999993,0.45660173160173156
centroid,0,missing,0.1,4,0.398989898989899,0.43333333333333335
centroid,0,missing,0.1,5,0.3918741621744959,0.43446969696969695
centroid,0,missing,0.1,6,0.438120927251362,0.46850649350649354
centroid,0,missing,0.1,7,0.44084353146853145,0.4679653679653679
centroid,0,missing,0.1,8,0.41128025766948656,0.4446969696969697
centroid,0,missing,0.1,9,0.4086957450444293,0.4452380952380952
centroid,0,missing,0.1,10,0.3838702147525677,0.421969696969697
centroid,0,missing,0.1,11,0.4024621212121212,0.43333333333333335
centroid,0,missing,0.1,12,0.3871802921680523,0.42142857142857143
centroid,0,missing,0.1,13,0.38877196674734293,0.42142857142857143
centroid,0,missing,0.1,14,0.42591706539074964,0.45606060606060606
centroid,0,missing,0.1,15,0.40004336748522795,0.43333333333333335
centroid,0,missing,0.1,16,0.4014396749690867,0.43333333333333335
centroid,0,missing,0.1,17,0.3981567124735729,0.43333333333333335
centroid,0,missing,0.1,18,0.38358488358488363,0.421969696969697
centroid,0,missing,0.1,19,0.397172619047619,0.43333333333333335
knn,0,noise,0.05,0,0.7064407814407814,0.7065476190476191
knn,0,noise,0.05,1,0.7266475483580747,0.7287337662337663
knn,0,noise,0.05,2,0.6710652491140296,0.6713744588744589
knn,0,noise,0.05,3,0.700947603121516,0.7048701298701299
knn,0,noise,0.05,4,0.7049413034176109,0.7054112554112555
knn,0,noise,0.05,5,0.69261683942535,0.6941017316017316
knn,0,noise,0.05,6,0.7499595620256314,0.7531385281385281
knn,0,noise,0.05,7,0.705327945001858,0.7060064935064935
knn,0,noise,0.05,8,0.7033392382971233,0.7048701298701299
knn,0,noise,0.05,9,0.7030729869545659,0.705465367965368
knn,0,noise,0.05,10,0.7023671768072663,0.7066017316017316
knn,0,noise,0.05,11,0.6704359713513032,0.6707792207792208
knn,0,noise,0.05,12,0.7267980489899766,0.7281385281385282
knn,0,noise,0.05,13,0.7064407814407814,0.7065476190476191
knn,0,noise,0.05,14,0.6454173426150592,0.6463744588744589
knn,0,noise,0.05,15,0.6943714821763602,0.6946428571428571
knn,0,noise,0.05,16,0.7160756501182033,0.7173701298701299
knn,0,noise,0.05,17,0.6900780379041249,0.6941017316017316
knn,0,noise,0.05,18,0.7513888888888888,0.7536796536796536
knn,0,noise,0.05,19,0.6819583797844667,0.6827380952380953
knn,0,noise,0.1,0,0.7110474066995807,0.7168290043290043
knn,0,noise,0.1,1,0.6904022023142964,0.6935064935064935
knn,0,noise,0.1,2,0.6441478979396067,0.648051948051948
knn,0,noise,0.1,3,0.7152638424377554,0.7185064935064935
knn,0,noise,0.1,4,0.7126745882843444,0.7185064935064935
knn,0,noise,0.1,5,0.6589590761534778,0.6594155844155845
knn,0,noise,0.1,6,0.7047711332595054,0.7076839826839827
knn,0,noise,0.1,7,0.7152777777777778,0.7179112554112554
knn,0,noise,0.1,8,0.6794984255510571,0.6821969696969696
