method,split,kind,level,realization,macro_f1,balanced_accuracy
centroid,11,missing,0.1,16,0.4771033600846636,0.5031385281385281
centroid,11,missing,0.1,17,0.4776898069400425,0.50254329004329
centroid,11,missing,0.1,18,0.49397546897546896,0.5133658008658009
centroid,11,missing,0.1,19,0.47736314061407925,0.50254329004329
knn,11,noise,0.05,0,0.7023607240622457,0.7076839826839827
knn,11,noise,0.05,1,0.6699749880261827,0.6838744588744589
knn,11,noise,0.05,2,0.6484193631595541,0.660064935064935
knn,11,noise,0.05,3,0.6501715440821928,0.6611471861471861
knn,11,noise,0.05,4,0.6633464626571731,0.673051948051948
knn,11,noise,0.05,5,0.6723156705994234,0.6838744588744589
knn,11,noise,0.05,6,0.6874216996720017,0.6957792207792208
knn,11,noise,0.05,7,0.6851234661414937,0.6963203463203463
knn,11,noise,0.05,8,0.6748430961050261,0.6838744588744589
knn,11,noise,0.05,9,0.6618590041735658,0.671969696969697
knn,11,noise,0.05,10,0.6971855206213636,0.7066017316017316
knn,11,noise,0.05,11,0.6850798342203802,0.6957792207792208
knn,11,noise,0.05,12,0.6837464793986533,0.6952380952380952
knn,11,noise,0.05,13,0.6702329658851398,0.6833333333333333
knn,11,noise,0.05,14,0.686128010021519,0.6952380952380952
knn,11,noise,0.05,15,0.6740279333084485,0.6827380952380953
knn,11,noise,0.05,16,0.6990272452891753,0.7071428571428572
knn,11,noise,0.05,17,0.6950543819856257,0.7071428571428572
knn,11,noise,0.05,18,0.6723156705994234,0.6838744588744589
knn,11,noise,0.05,19,0.6877367065596122,0.6963203463203463
knn,11,noise,0.1,0,0.6901656021110262,0.6963203463203463
knn,11,noise,0.1,1,0.6618590041735658,0.6735930735930736
knn,11,noise,0.1,2,0.6470653320679268,0.6594696969696969
knn,11,noise,0.1,3,0.6990496066487459,0.7071428571428572
knn,11,noise,0.1,4,0.6605590062111801,0.6725108225108225
knn,11,noise,0.1,5,0.6709602328914765,0.6844155844155845
knn,11,noise,0.1,6,0.6613095238095238,0.6719155844155844
knn,11,noise,0.1,7,0.6990942028985507,0.7082251082251082
knn,11,noise,0.1,8,0.7113433991482772,0.7207251082251083
knn,11,noise,0.1,9,0.6967077411971244,0.7071428571428572
knn,11,noise,0.1,10,0.7639684016937462,0.7655844155844156
knn,11,noise,0.1,11,0.654203409540661,0.6600108225108225
knn,11,noise,0.1,12,0.6886178861788618,0.6963203463203463
knn,11,noise,0.1,13,0.6755415846083926,0.6844155844155845
knn,11,noise,0.1,14,0.6695316136805498,0.6827380952380953
knn,11,noise,0.1,15,0.6909632034632035,0.6974567099567099
knn,11,noise,0.1,16,0.6441229868337345,0.6600108225108225
knn,11,noise,0.1,17,0.6851234661414937,0.6963203463203463
knn,11,noise,0.1,18,0.6633464626571731,0.6719155844155844
knn,11,noise,0.1,19,0.6633464626571731,0.673051948051948
knn,11,noise,0.2,0,0.6011963327370304,0.614556277056277
knn,11,noise,0.2,1,0.6740628745777487,0.6832792207792208
knn,11,noise,0.2,2,0.6828649947962385,0.6963203463203463
knn,11,noise,0.2,3,0.7075902695215133,0.719047619047619
knn,11,noise,0.2,4,0.7373004033012963,0.7422619047619048
knn,11,noise,0.2,5,0.721294760239499,0.7304112554112554
knn,11,noise,0.2,6,0.6570937587760942,0.6725108225108225
knn,11,noise,0.2,7,0.7481775136254901,0.7542207792207792
knn,11,noise,0.2,8,0.7048323946706152,0.7185064935064935
knn,11,noise,0.2,9,0.7501209161218092,0.7547619047619047
knn,11,noise,0.2,10,0.6552618305667086,0.6588203463203464
knn,11,noise,0.2,11,0.6644933554817276,0.6719155844155844
knn,11,noise,0.2,12,0.6768671413422209,0.68495670995671
knn,11,noise,0.2,13,0.6465118130942196,0.6600108225108225
knn,11,noise,0.2,14,0.6821410769226992,0.6855519480519481
knn,11,noise,0.2,15,0.7356775136254902,0.7423160173160173
knn,11,noise,0.2,16,0.7336673599294132,0.7439935064935064
knn,11,noise,0.2,17,0.6981957597015921,0.7076298701298701
knn,11,noise,0.2,18,0.683130081300813,0.6963203463203463
knn,11,noise,0.2,19,0.6715173715173716,0.6844155844155845
knn,11,missing,0.05,0,0.6900865092354455,0.6951839826839827
knn,11,missing,0.05,1,0.6645989217569281,0.6719155844155844
knn,11,missing,0.05,2,0.6535751070634792,0.6610930735930736
knn,11,missing,0.05,3,0.6792084726867336,0.6821428571428572
knn,11,missing,0.05,4,0.6550478984918743,0.6719155844155844
knn,11,missing,0.05,5,0.6791652791652791,0.6844155844155844
knn,11,missing,0.05,6,0.6303847758415968,0.6464285714285714
knn,11,missing,0.05,7,0.6162306233886297,0.6253787878787879
knn,11,missing,0.05,8,0.634664644421975,0.6487012987012987
knn,11,missing,0.05,9,0.6755415846083926,0.6844155844155845
knn,11,missing,0.05,10,0.655988722963746,0.6708333333333333
knn,11,missing,0.05,11,0.6631366298465416,0.6713203463203463
knn,11,missing,0.05,12,0.6733303518187239,0.6832792207792208
knn,11,missing,0.05,13,0.6903455284552845,0.6957792207792208
knn,11,missing,0.05,14,0.6614461053820322,0.6725108225108225
knn,11,missing,0.05,15,0.678880695783702,0.6844155844155845
knn,11,missing,0.05,16,0.6967077411971244,0.7071428571428572
knn,11,missing,0.05,17,0.6906494960806271,0.6941017316017316
knn,11,missing,0.05,18,0.6838179062081774,0.6952380952380952
knn,11,missing,0.05,19,0.7248697102355639,0.7310064935064935
knn,11,missing,0.1,0,0.6727417319522583,0.6810064935064936
knn,11,missing,0.1,1,0.6866737094422616,0.6951839826839827
knn,11,missing,0.1,2,0.6703063241106719,0.68495670995671
knn,11,missing,0.1,3,0.6930555555555555,0.6957792207792207
knn,11,missing,0.1,4,0.6632937926952577,0.6725108225108225
knn,11,missing,0.1,5,0.6507866295100337,0.6583333333333333
knn,11,missing,0.1,6,0.6713262554769127,0.684469696969697
knn,11,missing,0.1,7,0.7112447285999655,0.7207251082251083
knn,11,missing,0.1,8,0.702540650406504,0.7093614718614718
knn,11,missing,0.1,9,0.6476315789473684,0.6571428571428571
knn,11,missing,0.1,10,0.59418338198826,0.6003246753246754
knn,11,missing,0.1,11,0.6266899574668006,0.6492965367965369
knn,11,missing,0.1,12,0.6838912245223777,0.6957792207792208
knn,11,missing,0.1,13,0.6591535636945673,0.671969696969697
knn,11,missing,0.1,14,0.6994495299356754,0.7071428571428572
knn,11,missing,0.1,15,0.6786092530657748,0.6832792207792208
knn,11,missing,0.1,16,0.6476466795615732,0.672564935064935
knn,11,missing,0.1,17,0.6956412489949074,0.7065476190476191
knn,11,missing,0.1,18,0.6495813710099425,0.6600108225108225
knn,11,missing,0.1,19,0.6591054228087915,0.6725108225108225
svm,11,noise,0.05,0,0.8109355752648435,0.8137987012987014
svm,11,noise,0.05,1,0.823130697216063,0.8251623376623376
svm,11,noise,0.05,2,0.8050639423319699,0.8148809523809524
svm,11,noise,0.05,3,0.846689455530919,0.8478896103896105
svm,11,noise,0.05,4,0.8344943335796995,0.8370670995670995
svm,11,noise,0.05,5,0.84656238464378,0.8484307359307359
svm,11,noise,0.05,6,0.7994970468807678,0.8018939393939393
svm,11,noise,0.05,7,0.8244472315124489,0.8257034632034632
svm,11,noise,0.05,8,0.8334486166007906,0.8370670995670995
svm,11,noise,0.05,9,0.8010776662950576,0.8024350649350649
svm,11,noise,0.05,10,0.7994970468807678,0.8018939393939393
svm,11,noise,0.05,11,0.811886845039019,0.8137987012987014
svm,11,noise,0.05,12,0.7988340765514679,0.8024350649350649
svm,11,noise,0.05,13,0.8568335796994333,0.8603354978354978
svm,11,noise,0.05,14,0.8344943335796995,0.8370670995670995
svm,11,noise,0.05,15,0.8191649875095646,0.8262445887445888
svm,11,noise,0.05,16,0.8583333333333334,0.8603354978354978
svm,11,noise,0.05,17,0.7971861471861472,0.803030303030303
svm,11,noise,0.05,18,0.8806972160630697,0.8836038961038961
svm,11,noise,0.05,19,0.8564358935514821,0.8597943722943724
svm,11,noise,0.1,0,0.7905844155844155,0.7911255411255411
svm,11,noise,0.1,1,0.8332455500634741,0.837121212121212
svm,11,noise,0.1,2,0.7858511375811432,0.7899891774891774
svm,11,noise,0.1,3,0.7903597694295368,0.7899891774891774
svm,11,noise,0.1,4,0.8136155833830252,0.8132575757575757
svm,11,noise,0.1,5,0.8114018087855297,0.8132575757575757
svm,11,noise,0.1,6,0.8220099418239423,0.8246753246753247
svm,11,noise,0.1,7,0.7599046219295145,0.7678030303030303
svm,11,noise,0.1,8,0.7600056689342403,0.7683441558441559
svm,11,noise,0.1,9,0.8468924722469816,0.849025974025974
svm,11,noise,0.1,10,0.8255813953488372,0.8257575757575757
svm,11,noise,0.1,11,0.71670054200542,0.7207251082251083
svm,11,noise,0.1,12,0.821868530020704,0.824621212121212
svm,11,noise,0.1,13,0.7503116599669535,0.7553571428571428
svm,11,noise,0.1,14,0.8064061822909143,0.8127164502164501
svm,11,noise,0.1,15,0.7757760532150776,0.7797619047619048
svm,11,noise,0.1,16,0.823130697216063,0.824621212121212
svm,11,noise,0.1,17,0.8210497835497834,0.8252164502164502
svm,11,noise,0.1,18,0.8091063069721606,0.8137987012987014
svm,11,noise,0.1,19,0.7990663322185061,0.8012987012987013
svm,11,noise,0.2,0,0.7979951958610495,0.8013528138528139
svm,11,noise,0.2,1,0.7341841557950464,0.7445887445887446
svm,11,noise,0.2,2,0.7202075098814229,0.7201839826839826
svm,11,noise,0.2,3,0.7439073226544621,0.7423160173160173
svm,11,noise,0.2,4,0.7761635236449658,0.7774891774891775
svm,11,noise,0.2,5,0.6976937116309939,0.7071969696969698
svm,11,noise,0.2,6,0.7142372723894463,0.7207251082251083
svm,11,noise,0.2,7,0.740390749601276,0.7450757575757576
svm,11,noise,0.2,8,0.7587486157253598,0.7678571428571428
svm,11,noise,0.2,9,0.779904106733375,0.7786255411255412
svm,11,noise,0.2,10,0.6102654632169422,0.6276515151515152
svm,11,noise,0.2,11,0.7616315594974131,0.7661796536796537
svm,11,noise,0.2,12,0.7148988466628853,0.7207251082251083
svm,11,noise,0.2,13,0.7473054206022343,0.7536796536796536
svm,11,noise,0.2,14,0.7142441860465116,0.7207792207792207
svm,11,noise,0.2,15,0.7735249327973562,0.7768939393939394
svm,11,noise,0.2,16,0.751215644820296,0.7553571428571428
svm,11,noise,0.2,17,0.7235774369124196,0.7304112554112554
svm,11,noise,0.2,18,0.7546869796869797,0.7547619047619047
svm,11,noise,0.2,19,0.7716280243454157,0.7785714285714286
svm,11,missing,0.05,0,0.8102053140096619,0.8127164502164503
svm,11,missing,0.05,1,0.7830222961320523,0.7797077922077922
svm,11,missing,0.05,2,0.7698812815091884,0.7672077922077922
svm,11,missing,0.05,3,0.823056859004108,0.8257034632034632
svm,11,missing,0.05,4,0.7787490287490286,0.778030303030303
svm,11,missing,0.05,5,0.7263693622973812,0.7315476190476191
svm,11,missing,0.05,6,0.7741141391026973,0.7757034632034632
svm,11,missing,0.05,7,0.8233750745378653,0.8234307359307359
svm,11,missing,0.05,8,0.7729763167196889,0.7774891774891775
svm,11,missing,0.05,9,0.7878691399040236,0.7899891774891774
svm,11,missing,0.05,10,0.7650388322585119,0.7643939393939394
svm,11,missing,0.05,11,0.7319475240206947,0.7314935064935064
svm,11,missing,0.05,12,0.6861111111111111,0.6946969696969697
svm,11,missing,0.05,13,0.7817216117216117,0.7774891774891776
svm,11,missing,0.05,14,0.7438424947145876,0.7439935064935064
svm,11,missing,0.05,15,0.6705426356589148,0.6741341991341991
svm,11,missing,0.05,16,0.7986111111111112,0.8008116883116883
svm,11,missing,0.05,17,0.7864130434782609,0.7893398268398268
svm,11,missing,0.05,18,0.7871286761053962,0.7899350649350649
svm,11,missing,0.05,19,0.7653657020227934,0.764448051948052
svm,11,missing,0.1,0,0.7302529651105947,0.7280844155844156
svm,11,missing,0.1,1,0.6462127411595497,0.6491883116883117
svm,11,missing,0.1,2,0.6683389074693422,0.6707792207792207
svm,11,missing,0.1,3,0.7041031574482967,0.7076839826839827
svm,11,missing,0.1,4,0.8096722642844044,0.811525974025974
svm,11,missing,0.1,5,0.733587016321291,0.7320887445887445
svm,11,missing,0.1,6,0.7374764124764125,0.7429112554112554
svm,11,missing,0.1,7,0.7554751450100287,0.7541666666666667
svm,11,missing,0.1,8,0.6729715320140852,0.6713203463203463
svm,11,missing,0.1,9,0.7172979797979798,0.7179112554112554
svm,11,missing,0.1,10,0.642998811097901,0.6496753246753246
svm,11,missing,0.1,11,0.7208766690244776,0.719642857142857
svm,11,missing,0.1,12,0.775,0.7769480519480519
svm,11,missing,0.1,13,0.8042770934428268,0.8007575757575757
svm,11,missing,0.1,14,0.7620380739081747,0.7639069264069264
svm,11,missing,0.1,15,0.6227833258430314,0.6259199134199134
svm,11,missing,0.1,16,0.7966402384165542,0.8012445887445888
svm,11,missing,0.1,17,0.6712062655340999,0.6719155844155844
svm,11,missing,0.1,18,0.6608617039878271,0.6616341991341992
svm,11,missing,0.1,19,0.6838814567075436,0.68495670995671
mlp,11,noise,0.05,0,0.7972597597597597,0.8002705627705629
mlp,11,noise,0.05,1,0.7907885849375211,0.8002705627705629
mlp,11,noise,0.05,2,0.7693011088297748,0.7770021645021645
mlp,11,noise,0.05,3,0.7672532781228433,0.7770021645021645
mlp,11,noise,0.05,4,0.7691486621692571,0.7775432900432899
mlp,11,noise,0.05,5,0.7266926567111581,0.7418290043290043
mlp,11,noise,0.05,6,0.7709543019723295,0.7775432900432899
mlp,11,noise,0.05,7,0.7709273182957393,0.7775432900432899
mlp,11,noise,0.05,8,0.7447739220685454,0.7537337662337662
mlp,11,noise,0.05,9,0.7961284495301981,0.8013528138528139
mlp,11,noise,0.05,10,0.7424948240165631,0.7537337662337662
mlp,11,noise,0.05,11,0.7581468000343928,0.7656385281385281
mlp,11,noise,0.05,12,0.7647005772005772,0.7770021645021645
mlp,11,noise,0.05,13,0.7544590736080098,0.7656385281385281
mlp,11,noise,0.05,14,0.7445710908476866,0.7537337662337662
mlp,11,noise,0.05,15,0.7953991553645513,0.8008116883116883
mlp,11,noise,0.05,16,0.7544590736080098,0.7656385281385281
mlp,11,noise,0.05,17,0.7691486621692571,0.7775432900432899
mlp,11,noise,0.05,18,0.7793362234851596,0.7889069264069264
mlp,11,noise,0.05,19,0.7953991553645513,0.8008116883116883
mlp,11,noise,0.1,0,0.7504399585921326,0.7548160173160172
mlp,11,noise,0.1,1,0.7564405609553508,0.7656385281385281
mlp,11,noise,0.1,2,0.7713716954103179,0.7775432900432899
mlp,11,noise,0.1,3,0.7667553191489362,0.7764610389610389
mlp,11,noise,0.1,4,0.7575093426964002,0.7661796536796537
mlp,11,noise,0.1,5,0.746861143668645,0.7542748917748918
mlp,11,noise,0.1,6,0.7556591804272079,0.7650974025974027
mlp,11,noise,0.1,7,0.753895766921195,0.7650974025974027
mlp,11,noise,0.1,8,0.7470005425534538,0.7542748917748918
mlp,11,noise,0.1,9,0.7447739220685454,0.7537337662337662
mlp,11,noise,0.1,10,0.7709543019723295,0.7775432900432899
mlp,11,noise,0.1,11,0.7441158132647494,0.7548160173160172
mlp,11,noise,0.1,12,0.7424727857496289,0.7548160173160172
mlp,11,noise,0.1,13,0.7823270475444388,0.7889069264069264
mlp,11,noise,0.1,14,0.7445710908476866,0.7537337662337662
mlp,11,noise,0.1,15,0.7770032157173693,0.788365800865801
mlp,11,noise,0.1,16,0.7806362262884001,0.7889069264069264
mlp,11,noise,0.1,17,0.7247937576166366,0.7418290043290043
mlp,11,noise,0.1,18,0.7574017615176152,0.7650974025974027
mlp,11,noise,0.1,19,0.7823270475444388,0.7889069264069264
mlp,11,noise,0.2,0,0.7317226317226317,0.7435064935064934
mlp,11,noise,0.2,1,0.7337575658513873,0.7429112554112554
mlp,11,noise,0.2,2,0.7667553191489362,0.7764610389610389
mlp,11,noise,0.2,3,0.7337732919254659,0.743452380952381
mlp,11,noise,0.2,4,0.724504662004662,0.7304112554112554
mlp,11,noise,0.2,5,0.7283564588626148,0.7424242424242424
mlp,11,noise,0.2,6,0.7285427954715651,0.7418290043290043
mlp,11,noise,0.2,7,0.7228726355767097,0.7310064935064935
mlp,11,noise,0.2,8,0.7295051117851927,0.74237012987013
mlp,11,noise,0.2,9,0.7593878343878343,0.7661796536796537
mlp,11,noise,0.2,10,0.6803571428571429,0.6969155844155844
mlp,11,noise,0.2,11,0.7432000623489985,0.7542748917748918
mlp,11,noise,0.2,12,0.7852426706085243,0.789448051948052
mlp,11,noise,0.2,13,0.7068161184440254,0.7191017316017316
mlp,11,noise,0.2,14,0.7141554597442961,0.7304653679653679
mlp,11,noise,0.2,15,0.7597502536267455,0.7656385281385281
mlp,11,noise,0.2,16,0.6821617140766076,0.6952380952380952
mlp,11,noise,0.2,17,0.7138684554843091,0.7191017316017316
mlp,11,noise,0.2,18,0.7613790342448878,0.7661796536796537
mlp,11,noise,0.2,19,0.7507546826695763,0.7536796536796536
mlp,11,missing,0.05,0,0.7284253969681975,0.74237012987013
mlp,11,missing,0.05,1,0.7698765366398808,0.7780844155844155
mlp,11,missing,0.05,2,0.6996161783952483,0.7071428571428571
mlp,11,missing,0.05,3,0.8067843256072312,0.8132575757575757
mlp,11,missing,0.05,4,0.7232908049397411,0.7310064935064935
mlp,11,missing,0.05,5,0.7562517269964079,0.7656385281385281
mlp,11,missing,0.05,6,0.7838482703275916,0.7883116883116883
mlp,11,missing,0.05,7,0.7270939686141048,0.7320887445887445
mlp,11,missing,0.05,8,0.7946623383534671,0.8002164502164503
mlp,11,missing,0.05,9,0.755848213128294,0.7661796536796537
mlp,11,missing,0.05,10,0.7123418292559331,0.719047619047619
mlp,11,missing,0.05,11,0.7366014799154335,0.743452380952381
mlp,11,missing,0.05,12,0.7243217054263567,0.7310064935064935
mlp,11,missing,0.05,13,0.7180518548882968,0.719642857142857
mlp,11,missing,0.05,14,0.7783575975294637,0.7786255411255412
mlp,11,missing,0.05,15,0.7626726324471482,0.7655844155844155
mlp,11,missing,0.05,16,0.7156162228963038,0.7304653679653679
mlp,11,missing,0.05,17,0.7601459213680283,0.7655844155844156
mlp,11,missing,0.05,18,0.7501716247139588,0.7536796536796536
mlp,11,missing,0.05,19,0.7853241719520789,0.7899891774891774
mlp,11,missing,0.1,0,0.7007428940568476,0.7191017316017316
mlp,11,missing,0.1,1,0.7357217465913118,0.7429112554112554
mlp,11,missing,0.1,2,0.7607017401305098,0.7656385281385281
mlp,11,missing,0.1,3,0.7275747508305648,0.7326298701298701
mlp,11,missing,0.1,4,0.7339285714285714,0.7422619047619048
mlp,11,missing,0.1,5,0.6988302247668575,0.7060064935064936
mlp,11,missing,0.1,6,0.7269616900714462,0.7309523809523809
mlp,11,missing,0.1,7,0.6888196751568845,0.6969155844155843
mlp,11,missing,0.1,8,0.6936548380697317,0.7082251082251082
mlp,11,missing,0.1,9,0.7691181948805279,0.7780844155844155
mlp,11,missing,0.1,10,0.6665627926302146,0.6725108225108225
mlp,11,missing,0.1,11,0.6814620724813698,0.6964285714285714
mlp,11,missing,0.1,12,0.7435607471661965,0.7542748917748918
mlp,11,missing,0.1,13,0.7857257623959638,0.7899891774891774
mlp,11,missing,0.1,14,0.7425972424122286,0.7537337662337662
mlp,11,missing,0.1,15,0.6781183932346724,0.6860930735930736
mlp,11,missing,0.1,16,0.699545228290873,0.7196428571428571
mlp,11,missing,0.1,17,0.7462376751427089,0.7542207792207792
mlp,11,missing,0.1,18,0.7152745995423341,0.719047619047619
mlp,11,missing,0.1,19,0.7040584415584416,0.7082251082251082
rbf,11,noise,0.05,0,0.744176047529706,0.75254329004329
rbf,11,noise,0.05,1,0.7278647002484212,0.7412337662337662
rbf,11,noise,0.05,2,0.7808448787728847,0.7888528138528138
rbf,11,noise,0.05,3,0.7429511278195489,0.75254329004329
rbf,11,noise,0.05,4,0.7300524831241867,0.7406385281385282
rbf,11,noise,0.05,5,0.7178884711779447,0.7292748917748918
rbf,11,noise,0.05,6,0.7185485826600809,0.7292748917748918
rbf,11,noise,0.05,7,0.7556391865938242,0.7639069264069264
rbf,11,noise,0.05,8,0.7423392977216561,0.75254329004329
rbf,11,noise,0.05,9,0.7560205751695114,0.76504329004329
rbf,11,noise,0.05,10,0.7589285714285714,0.7649891774891775
rbf,11,noise,0.05,11,0.7311098454391138,0.7411796536796537
rbf,11,noise,0.05,12,0.7301441757704366,0.7411796536796537
rbf,11,noise,0.05,13,0.7158359350240073,0.7292748917748918
rbf,11,noise,0.05,14,0.7002473716759432,0.7168290043290043
rbf,11,noise,0.05,15,0.7416979949874687,0.7531385281385281
rbf,11,noise,0.05,16,0.7185485826600809,0.7292748917748918
rbf,11,noise,0.05,17,0.7429511278195489,0.75254329004329
rbf,11,noise,0.05,18,0.7297932330827067,0.7417748917748918
rbf,11,noise,0.05,19,0.7401782418393714,0.7520021645021645
rbf,11,noise,0.1,0,0.7435642174318132,0.75254329004329
rbf,11,noise,0.1,1,0.737742341774999,0.7537337662337662
rbf,11,noise,0.1,2,0.6876803751803752,0.7066017316017316
rbf,11,noise,0.1,3,0.7435642174318132,0.75254329004329
rbf,11,noise,0.1,4,0.7258967223252937,0.7400974025974026
rbf,11,noise,0.1,5,0.7571089400889657,0.764448051948052
rbf,11,noise,0.1,6,0.7520433476955216,0.7656385281385281
rbf,11,noise,0.1,7,0.7045912814083951,0.7173701298701299
rbf,11,noise,0.1,8,0.7324746089406183,0.7423160173160173
rbf,11,noise,0.1,9,0.7166959209871369,0.7304112554112554
rbf,11,noise,0.1,10,0.7302813017098732,0.7428571428571428
rbf,11,noise,0.1,11,0.7158977781800081,0.7287337662337663
rbf,11,noise,0.1,12,0.7311098454391138,0.7411796536796537
rbf,11,noise,0.1,13,0.7547483875448145,0.76504329004329
rbf,11,noise,0.1,14,0.7263787054113626,0.7412337662337662
rbf,11,noise,0.1,15,0.7679227399361118,0.7769480519480519
rbf,11,noise,0.1,16,0.7285845249823367,0.7417748917748918
rbf,11,noise,0.1,17,0.717085326953748,0.7298160173160173
rbf,11,noise,0.1,18,0.7579964778827935,0.764448051948052
rbf,11,noise,0.1,19,0.7673151460942159,0.7769480519480519
rbf,11,noise,0.2,0,0.6995205084490799,0.7196428571428571
rbf,11,noise,0.2,1,0.7244848241666906,0.7435064935064934
rbf,11,noise,0.2,2,0.7303667262969589,0.7411796536796537
rbf,11,noise,0.2,3,0.7244047619047618,0.7412337662337662
rbf,11,noise,0.2,4,0.7830262930288877,0.7882575757575757
rbf,11,noise,0.2,5,0.7152910685805423,0.7304112554112554
rbf,11,noise,0.2,6,0.7130388426120133,0.7310064935064935
rbf,11,noise,0.2,7,0.7329957286479026,0.7433982683982684
rbf,11,noise,0.2,8,0.648082869511441,0.671969696969697
rbf,11,noise,0.2,9,0.731046365914787,0.7428571428571428
rbf,11,noise,0.2,10,0.7307169021454736,0.7417207792207793
rbf,11,noise,0.2,11,0.7185168612619405,0.7309523809523809
rbf,11,noise,0.2,12,0.7537977979467342,0.7667207792207793
rbf,11,noise,0.2,13,0.7012067968589708,0.7191017316017316
rbf,11,noise,0.2,14,0.7417920379116153,0.7548160173160172
rbf,11,noise,0.2,15,0.717113648762585,0.7309523809523809
rbf,11,noise,0.2,16,0.7159668347255556,0.7315476190476191
rbf,11,noise,0.2,17,0.7235774369124196,0.7303571428571428
rbf,11,noise,0.2,18,0.744348086124402,0.7542207792207792
rbf,11,noise,0.2,19,0.7172527472527472,0.7298160173160173
rbf,11,missing,0.05,0,0.753376221146256,0.7639069264069264
rbf,11,missing,0.05,1,0.7467525076872555,0.7530844155844156
rbf,11,missing,0.05,2,0.6429426918557353,0.6605519480519481
rbf,11,missing,0.05,3,0.7409489633173844,0.7536796536796536
rbf,11,missing,0.05,4,0.7445173356980491,0.75254329004329
rbf,11,missing,0.05,5,0.6782144624301972,0.6952380952380952
rbf,11,missing,0.05,6,0.7052374839537869,0.7167748917748917
rbf,11,missing,0.05,7,0.6892932357218071,0.7060064935064935
rbf,11,missing,0.05,8,0.7064414913252122,0.7167748917748917
rbf,11,missing,0.05,9,0.691603601317531,0.7060064935064935
rbf,11,missing,0.05,10,0.6662441535612267,0.6821428571428572
rbf,11,missing,0.05,11,0.7308194853926562,0.7423160173160173
rbf,11,missing,0.05,12,0.6574228094207337,0.6719155844155844
rbf,11,missing,0.05,13,0.695244091804272,0.705465367965368
rbf,11,missing,0.05,14,0.7339046585612469,0.7428571428571428
rbf,11,missing,0.05,15,0.6604403760514597,0.6719155844155844
rbf,11,missing,0.05,16,0.7290407981897343,0.7412337662337662
rbf,11,missing,0.05,17,0.7301441757704366,0.7411796536796537
rbf,11,missing,0.05,18,0.7428937728937728,0.7530844155844156
rbf,11,missing,0.05,19,0.756109022556391,0.7655844155844156
rbf,11,missing,0.1,0,0.6762837433569141,0.6952380952380952
rbf,11,missing,0.1,1,0.6593203391754647,0.6707792207792207
rbf,11,missing,0.1,2,0.6625075721345448,0.6810606060606061
rbf,11,missing,0.1,3,0.6811909021211346,0.6957251082251082
rbf,11,missing,0.1,4,0.6787976001211296,0.6945887445887446
rbf,11,missing,0.1,5,0.6686521181001284,0.6826839826839828
rbf,11,missing,0.1,6,0.7101744186046511,0.718452380952381
rbf,11,missing,0.1,7,0.6430044593088071,0.6606060606060606
rbf,11,missing,0.1,8,0.6728479853479853,0.6826298701298701
rbf,11,missing,0.1,9,0.7157634032634033,0.7309523809523809
rbf,11,missing,0.1,10,0.7055471124620061,0.7162337662337663
rbf,11,missing,0.1,11,0.7635266080033521,0.7781385281385281
rbf,11,missing,0.1,12,0.70947300696177,0.7293290043290043
rbf,11,missing,0.1,13,0.7482824954473535,0.7536255411255411
rbf,11,missing,0.1,14,0.7533454253837528,0.7645021645021645
rbf,11,missing,0.1,15,0.6798949032180739,0.6946428571428571
rbf,11,missing,0.1,16,0.7103580562659846,0.7298701298701299
rbf,11,missing,0.1,17,0.7429511278195489,0.75254329004329
rbf,11,missing,0.1,18,0.7076117145266081,0.7189935064935066
rbf,11,missing,0.1,19,0.6823717948717949,0.6951839826839827
centroid,12,noise,0.05,0,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,1,0.4321305172369002,0.45487012987012987
centroid,12,noise,0.05,2,0.4035368886432716,0.43214285714285716
centroid,12,noise,0.05,3,0.4036628540305011,0.43214285714285716
centroid,12,noise,0.05,4,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,5,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,6,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,7,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,8,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,9,0.39439697195618506,0.41964285714285715
centroid,12,noise,0.05,10,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,11,0.4225151326215156,0.44237012987012986
centroid,12,noise,0.05,12,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,13,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,14,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,15,0.4321305172369002,0.45487012987012987
centroid,12,noise,0.05,16,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,17,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.05,18,0.4321305172369002,0.45487012987012987
centroid,12,noise,0.05,19,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.1,0,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.1,1,0.4036628540305011,0.43214285714285716
centroid,12,noise,0.1,2,0.41811664850605035,0.4435064935064935
centroid,12,noise,0.1,3,0.4324023627917646,0.45487012987012987
centroid,12,noise,0.1,4,0.39439697195618506,0.41964285714285715
centroid,12,noise,0.1,5,0.4035566945454304,0.43214285714285716
centroid,12,noise,0.1,6,0.4457637784843667,0.4662337662337662
centroid,12,noise,0.1,7,0.4226212921065862,0.44237012987012986
